customer_text,amazon_reply
"@AmazonHelp Non pas du tout. Après c'est pas un gros soucis mais j'appelle pas ça une livraison rapide, comme c'est marqué","@383095 La livraison a été prise en charge par le vendeur ""Pellor Direct"" du coup, c'est lui qui exige les délais de livraison.^FT"
"@AmazonHelp Oui, ça je sais mais pourquoi sur votre site c'est quand même marqué livraison rapide ? 1 mois c'est pas rapide c'est ça que je comprend pas",@383095 3 semaines ou un mois est le délai le plus court pour ce vendeur surtout lorsque c'est expédié d'un autre pays. ^BR
@AmazonHelp D'accord donc c'est lui qui marque rapide pas vous. J'ai mon explication 😅,"@383095 Merci de nous tenir informé de la situation, nous restons à votre disposition en cas de besoin.
^SA"
@119625 hello,"@386290 Hi, there. How can we be of help today? ^CB"
@116316 sends a #Marshadow code to those who bought #PokemonSunMoon there.,@386300 Please contact my colleagues for further assistance: https://t.co/cDHy5WiCek Liebe Grüße ^MF
@AmazonHelp I have changed my mind about ever ordering from amazon again. So many problems w/ them the past 7 months. Bad customer service,"@175350 Hi, what seems to be the trouble? We'd like to help! Please avoid posting order specifics for your security.^TS"
"@AmazonHelp I want resolution not updates, i have 'n' number of updates on e-mail which guys dont have guts to put on twitter to avoid getting exposed",@322303 We understand this has been a bit lengthy. We'll ensure to resolve the same at the earliest. ^CB
@AmazonHelp now cc representatives are saying time elapsed for return. Failed to see where my fault is.,@386989 Kindly share your details in the link provided earlier and we'll sort this for you. ^AG
"@AmazonHelp Instead of sharing my feedback @115850 ,please, provide deep discount on books.😩😩","@387081 As this has been shared with the concerned team, this will be considered.
Stay tuned. ^KK"
"@AmazonHelp was estimated for yesterday, arriving by 8 today. out for delivery. I bought it to have it yesterday. Not today.","@387206 I'm sorry to hear that, its not what we want you to experience, delays happen for unforeseen reasons ^AS"
@AmazonHelp my order was supposed to arrive yesterday by 8pm it has not arrived. now it appears you have rescheduled it for today. unhappy!!,"@387206 Hi, I'm sorry to hear that. What info is available in the tracking: https://t.co/Y5jpI9gRhE? ^JJ"
"@AmazonHelp Super, ganz lieben Dank!",@353967 Immer wieder gerne! ^DW
@AmazonHelp Done. Hope you are of some help.,@387423 Thanks a bunch for showing your faith on us. We'll reach out to you at the earliest. ^CB
"@AmazonHelp ""Rest be assured that your order will be delivered within few hours at your door step.""
@1965:40pm
Still no delivery, one more customer centric",@387423 I'm so sorry about that. Please add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP
"@AmazonHelp I did and they reply with some random number and stereotype apologies lines. 
Anyone educated at Amazon who understand the request?",@387423 Owing to security reasons we can't access your Amazona account directly. You can share your response by writing back to us. ^CB
@AmazonHelp 届きました。ありがとうございます！,"@387615 よかったです！お待たせいたしました。
Amazonをご利用いただき、ありがとうございましたm(*-ω-)m RI"
@AmazonHelp initiate refund asap.your customer service is clueless. https://t.co/Abupig3pIp,@370614 We've already responded to this query here : https://t.co/el481aMrQY. Please check and revert. ^RI
"@AmazonHelp Thanks for the link. The options are not regarding couriers, however I put my comments under 'other'. Hoping someone at Amazon sees it.","@141408 Thank you, we appreciate it! ^AF"
@AmazonHelp Yes was 10/23/17 now it just says if I don’t receive it by 10/26 check back for other options.  This isn’t the first time this has happened,@389116 Is that the same delivery date that is listed on your order confirmation e-mail? ^AN
"@AmazonHelp Gave all the info asked for and was told I'd be contacted in 24 hours, It's now almost the 18th!",@389474 I completely understand your frustration. Have you checked your spam or junk folder for our message? ^SK
"@AmazonHelp Now i will just stop using @115850 and would share my posts with my friends and suggest them to not use @115850 
My last tweet
Thankyou",@388804 I'll be sure to pass your comments as feedback to our concerned team for review. (2/2) ^GS
"@AmazonHelp Now i will just stop using @115850 and would share my posts with my friends and suggest them to not use @115850 
My last tweet
Thankyou","@388804 I understand your disappointment. Please be assured, we'll be able to assist you once we receive your email revert. (1/2) ^GS"
@AmazonHelp My only fault was that i didn't took screenshot while selecting no cost emi option coz i never expected this situation,@388804 As requested earlier reply to the email received from us and we shall get back to you on this. ^SH
@AmazonHelp Paperback,@390136 We'd like to look into this &amp; check out options w/ you. Click the link to contact in directly: https://t.co/CYqkdUakWJ ^GL
@AmazonHelp Delivery date says Friday but they haven’t shipped it yet,@390136 We ship to meet the delivery date provided to you at check-out. Please keep an eye out on our e-mail for any updates. ^CO
@AmazonHelp Usps,@390248 Please let us take feedback and look into options with you here: https://t.co/hApLpMlfHN ^DO
"@AmazonHelp I had ordered 16 gift vouchers, out of that 14 have come. Remaining two needs to be (cont) https://t.co/gSZY564wjH",@169225 My apologies for the trouble. Kindly reach out to us via: https://t.co/ZwPqNTQprG and we will have this checked. ^KS
Yet another @115821 package lost when being delivered by their own carriers. What is the point of prime if you never get your stuff.,"@391036 Oh no, Zachary! We would love to help you out. Please reach out to us here: https://t.co/vZwkLlLZiF ^LA"
"@AmazonHelp Le Kindle Amazon n'est pas éligible ?
Ou cet article ?
https://t.co/Gj0Dukyxen
Autant je suis d'accord 👍 pour l'huile essentielle qui passe en transit autant les autres articles sont Prime ! Parcourez de vous même le site ! 😂","@141792 Je viens de remonter le point de cet article à notre service à fin de vérifier cela.
^YL"
"@AmazonHelp D'accord 👍. Mais comme déjà dit, le cas n'est pas unique. C'est l'ensemble des articles Prime qui semble être concerné ! Peut être que toutes les ressources sont mobilisées pour le Black Friday et le Cyber Monday. D'où pas de livraison avant Mardi  😜 😁 🗺","@141792 Notre service ne manquera pas de vérifier cela, et apporter toutes les corrections nécessaires en cas d'erreur, je vous remercie ceci dit de nous l'avoir signalé.
^KE"
@AmazonHelp Also is there a way to have my orders delivered by another firm in the future? I do not want to have my items delivered by this company as they are nothing a nightmare.,"@141802 Options to contact myHermes can be found here: https://t.co/8CMTt630wl. Unfortunately, we cannot specify a carrier for orders. Were you able to rovide carrier feedback to the shipping department during the previous contact? ^SH"
"@AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 

詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ","@118236 あたたかいお言葉、ありがとうございます(*ﾉωﾉ)
色々な種類のフィッシングなどがあるようなので、ご注意いただき、何かご不明な点があれば、ご遠慮なくお声がけください！
今後も、Amazonをよろしくお願いします(o*。_。)oペコッ TY"
For customer service call centre.. your company has all other languages options. But there is no option of Marathi Language.Why? @115850,@153416 Thank you for your feedback. We'll forward this internally and work on it. ^AS
"@AmazonHelp There were a options of other languages such as Kannada, Telgu, Gujrati, Hindi, etc",@153416 as it helps us continue to improve our store and provide better service to our customers. (2/2) ^JS
"@AmazonHelp There were a options of other languages such as Kannada, Telgu, Gujrati, Hindi, etc","@153416 Thanks for taking the time to bring this to our attention. We always value this kind of feedback, (1/2) ^JS"
@AmazonHelp Before some time I called at service centre but there was no option of Marathi Language.,@153416 Currently we do not have Marathi language support. I'll be sure to forward your feedback to our team. ^HS
"@115821 hi, one of your delivery vans rear-ended my parked car and drove off without leaving any details. I have a reg plate. Please advise",@393664 Oh no! Please provide us details here so that we can look into this together: https://t.co/yDlUPZjCHG ^EA
"@AmazonHelp Hi, used that link and it said I would have a response in 12 hours but no news.","@393664 Hi. Your inquiry has been received. A representative will be contacting you. Sorry for the delay, thanks for your patience ^BT"
you know what’s spooky? my @115821 order saying guaranteed delivery to hawaii by thurs but still “not yet shipped”,"@393950 I understand your concern! If your item doesn't arrive by the intended delivery date, please let us know! ^AC"
"@AmazonHelp Sorry, by e-mail","@394112 (1/2) For security reasons please do not send it per e-mail, just per mail to the address that is mentioned here:"
"@AmazonHelp Sorry, by e-mail","@394112 (2/2) https://t.co/boW8B1kZ8L Instead of ""Umsatzsteuererstattung"" the correct department is ""Adressenbestätigung"" ^BL"
@AmazonHelp You can contact me on 9182676462 also,"@394428 Also, please don't provide your contact details as its personal info. Our Twitter page is visible to the public. 3/3 ^AB"
@AmazonHelp You can contact me on 9182676462 also,@394428 Kindly drop in the relevant details using the link provided above and we'll arrange a callback for you.  2/3 ^AB
